image_uid,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect
img_0093,0.5793203711509705,0.12533167004585266,0.49095746694514225,60.75257110595703,0.440640389919281,2.4849658012390137,4.893578789371541,0.004008333333333333,-2.34646740865009,0.06965316832065582,0.555519481224178,0.6381201892716818,1.3333333333333333
img_0094,0.1565539836883545,0.15512070059776306,0.8027281445409985,41.193946838378906,0.0622163750231266,4.36281156539917,1.171493246962178,0.036158333333333334,-2.9889539763235256,0.05048525705933571,0.4768972399924591,0.5297228699042481,1.3333333333333333
img_0095,0.5763511657714844,0.1651851087808609,0.773912643014242,21.548978805541992,0.21321143209934235,1.4635177850723267,5.263728984656139,0.014133333333333333,-2.759372597019433,0.031457237899303436,0.4638482283293311,0.5104590212726279,1.3333333333333333
img_0096,0.5459292531013489,0.27809131145477295,0.9531893577462333,44.990699768066406,0.31060823798179626,1.1839197874069214,5.807033235780086,0.042916666666666665,-2.729019563615414,0.027408922091126442,0.5408270837070352,0.43403436291299613,1.3333333333333333
img_0097,0.41672417521476746,0.19887499511241913,0.8077466883724077,31.030029296875,0.3920138478279114,1.4635010957717896,5.374872213405578,0.015875,-2.5099156186743,0.03464779257774353,0.5238327443659947,0.4945102491138086,1.3333333333333333
img_0098,0.473290354013443,0.19628316164016724,0.9641632600762658,17.08116340637207,0.15067735314369202,2.9731531143188477,5.43676932164039,0.034916666666666665,-2.5053086427660003,0.04422326758503914,0.5071554821099494,0.5449269112970755,1.3333333333333333
img_0099,0.32674238085746765,0.13112112879753113,0.9336164939196693,91.25837707519531,0.9716361165046692,1.337274432182312,4.858021914735565,0.001775,-2.9996076205709414,0.01937810517847538,0.5227575895910204,0.38199191864022564,1.3333333333333333
img_0100,0.30376574397087097,0.19876240193843842,0.9505180434988506,84.33944702148438,0.6603438258171082,3.9842448234558105,5.525267085356877,0.08714166666666667,-2.203755632851095,0.12264183908700943,0.4797284175231858,0.5357789982377341,1.3333333333333333
img_0101,0.9249919652938843,0.199970543384552,0.7168206619576329,25.288347244262695,0.07788438349962234,1.6702216863632202,1.7508444556387057,0.057275,-2.828877416487152,0.04263559728860855,0.4897871731843719,0.4825294081426774,1.3333333333333333
img_0102,0.5900987386703491,0.27583077549934387,0.9822695932577892,30.9508113861084,0.23895467817783356,3.1713547706604004,5.830605592223042,0.26004166666666667,-1.9502921260801456,0.17290669679641724,0.49977906481421136,0.4669359104605756,1.3333333333333333
img_0103,0.5174949169158936,0.1841096729040146,0.5913691741061049,42.83518981933594,0.43027767539024353,1.7612569332122803,5.188745836806469,0.004733333333333333,-2.9012142316473275,0.020595761016011238,0.4874020638609525,0.4339905282087424,1.3333333333333333
img_0104,0.517095685005188,0.22543340921401978,0.8753968576695648,41.193580627441406,0.2569211423397064,4.224090099334717,5.79479846526049,0.03953333333333333,-2.6625069312236906,0.05665614455938339,0.5719438309352506,0.5612466591506948,1.3333333333333333
img_0105,0.3501861095428467,0.1458231657743454,0.948079405308972,75.47874450683594,0.7606602907180786,2.772069215774536,5.003057587271005,0.034208333333333334,-2.6126439593095405,0.08686890453100204,0.4967397052339459,0.6324511357387556,1.3333333333333333
img_0106,0.06586599349975586,0.1497248262166977,0.9999999859860917,18.660221099853516,0.1537276655435562,1.3074936866760254,2.0919313681490674,0.0302,-2.4803125213745276,0.09457201510667801,0.5044250935973684,0.4056905691927019,1.3333333333333333
img_0107,0.6948317885398865,0.22476615011692047,0.7111509818459725,113.15453338623047,0.5093057155609131,2.652926445007324,5.381153615762291,0.011333333333333334,-2.7084903581582775,0.014129051007330418,0.5154532014277491,0.5283139169841442,1.3333333333333333
img_0108,0.2661273181438446,0.2568942606449127,0.9758064426528599,0.0,0.0,-0.0,5.112120464475742,0.07135,-3.0812658790721885,0.034147102385759354,0.5633735457682681,0.5521066691303467,1.3333333333333333
img_0109,0.3129851818084717,0.23419441282749176,0.9999999883921027,48.61579132080078,0.43189993500709534,1.7166986465454102,5.594178223282929,0.025233333333333333,-2.9440313794668107,0.025206128135323524,0.47461457594629025,0.5557331906049775,1.3333333333333333
img_0110,0.5019304752349854,0.2565761208534241,0.9317701770696822,30.73188591003418,0.27339258790016174,2.164700508117676,5.881760184042138,0.042725,-3.3806238669208866,0.02205650694668293,0.500049921724184,0.5034600125772193,1.3333333333333333
img_0111,0.8413919806480408,0.30137017369270325,0.8733607934343147,9.370847702026367,0.04650640860199928,3.999297618865967,2.600741816844525,0.11249166666666667,-2.599678763058779,0.07627671957015991,0.49747723864545895,0.6061106588248796,1.3333333333333333
img_0112,0.4233248233795166,0.2056281715631485,0.7625623802781479,34.63685989379883,0.2799513339996338,2.402822971343994,5.534435558506688,0.12490833333333333,-1.6821699925019802,0.22178760170936584,0.5241434711511859,0.48783430454223536,1.3333333333333333
img_0113,0.5050411224365234,0.1966484785079956,0.9057978515170223,37.05366516113281,0.3020158112049103,1.5027189254760742,5.55290586849479,0.032683333333333335,-2.1855303964476316,0.06786724179983139,0.49832624738980486,0.6885982353199198,1.3333333333333333
